,name,cusip,firstyr,gvkey,lastyr,pdpco,pdpseq,begyr,endyr,match
21759,F5 NETWORKS INC,315616,1997,121077,2006,121077,1,1997,2006,1
21760,HIGH SPEED ACCESS CORP,42979U,1998,121078,2001,121078,1,1998,2001,
21761,ONLINE RESOURCES CORP,68273G,1997,121080,2006,121080,1,1997,2006,
21762,SOUNDVIEW TECHNOLOGY GRP INC,83611Q,1997,121083,2002,121083,1,1997,2002,1
21763,DRKOOP.COM INC,262098,1998,121134,2000,121134,1,1998,2000,0
21764,IA GLOBAL INC,44920E,1999,121136,2006,121136,1,1999,2006,
21765,GENESISINTERMEDIA INC,37184Y,1998,121137,2000,121137,1,1998,2000,0
21766,SSP SOLUTIONS INC,784723,1997,121139,2003,121139,1,1997,2003,
21767,SKECHERS U S A INC,830566,1997,121142,2006,121142,1,1997,2006,1
21768,WAVECOM SA  -ADR,943531,1998,121143,2006,121143,1,1998,2006,
21769,DITECH NETWORKS INC,25500T,1997,121153,2006,121153,1,1997,2006,
21770,AZURIX CORP,05501M,1998,121194,2000,121194,1,1998,2000,0
21771,BOSS HOLDINGS INC,10011B,2000,121196,2006,121196,1,2000,2006,
21772,CADENCE FINANCIAL CORP,12738A,1999,121199,2006,121199,1,1999,2006,
21773,HOUSE OF TAYLOR JEWELRY INC,44176R,2003,121200,2005,121200,1,2003,2005,
21774,ONLINETRADINGINC.COM INC,68273D,1997,121201,1999,121201,1,1997,1999,0
21775,GENERAL CHEMICAL GROUP INC,369332,1997,121233,2002,121233,1,1997,2002,
21776,OPENWAVE SYSTEMS INC,683718,1997,121257,2006,121257,1,1997,2006,1
21777,BACKWEB TECHNOLOGIES LTD,M15633,1997,121273,2006,121273,1,1997,2006,1
21778,CSFBDIRECT,22541L,1997,121293,1999,121293,1,1997,1999,0
21779,FOCAL COMMUNICATIONS CORP,344155,1997,121315,2002,121315,1,1997,2002,
21780,NEW GENERATION HOLDINGS INC,64446R,2000,121318,2006,121318,1,2000,2006,
21781,CAREINSITE INC,14170M,1998,121374,1999,121374,1,1998,1999,0
21782,NEW MEXICO SOFTWARE INC,647285,1999,121375,2005,121375,1,1999,2005,
21783,LIQUENT INC,53632B,1997,121377,2000,121377,1,1997,2000,0
21784,PACIFIC MERCANTILE BANCORP,694552,1998,121381,2006,121381,1,1998,2006,
21785,SBA COMMUNICATIONS CORP,78388J,1997,121382,2006,121382,1,1997,2006,
21786,STREAMLINE.COM INC,863239,1998,121383,1999,121383,1,1998,1999,0
21787,STUDENT ADVANTAGE INC,86386Q,1998,121415,2002,121415,1,1998,2002,1
21788,OVERTURE SERVICES INC,69039R,1998,121436,2002,121436,1,1998,2002,1
21789,EASYLINK SERVICES CP  -CL A,27784T,1997,121437,2006,121437,1,1997,2006,
21790,UNITED THERAPEUTICS CORP,91307C,1998,121440,2006,121440,1,1998,2006,1
21791,APPNET INC,03831Q,1998,121453,1999,121453,1,1998,1999,0
21792,INTERSTATE HOTELS CORP,46088R,1998,121474,2001,121474,1,1998,2001,
21793,SALON MEDIA GROUP INC,79550B,1997,121478,2005,121478,1,1997,2005,
21794,VIANT CORP,92553N,1997,121481,2001,121481,1,1997,2001,0
21795,ARIBA INC,04033V,1997,121493,2006,121493,1,1997,2006,1
21796,TD WATERHOUSE GRP INC,872362,1997,121513,2000,121513,1,1997,2000,
21797,PHASE METRICS INC,717217,1997,121533,1999,121533,1,1997,1999,1
21798,ABLE ENERGY INC,3709,1998,121553,2005,121553,1,1998,2005,
21799,FIRST CMNTY FINL CORP/NC,31984M,1998,121555,2000,121555,1,1998,2000,
21800,MAXUS TECHNOLOGY CORP,57774U,1998,121560,2004,121560,1,1998,2004,
21801,RAMP NETWORKS INC,751567,1998,121561,1999,121561,1,1998,1999,1
21802,TEAM FINANCIAL INC,87815X,1998,121562,2006,121562,1,1998,2006,
21803,RACI HOLDINGS INC  -OLD,74999Y,1997,121573,2001,9043,-1,,,
21804,ELGRANDE INTERNATIONAL INC,286552,1999,121595,2005,121595,1,1999,2005,0
21805,GLOBESPANVIRATA INC,37957V,1997,121613,2002,121613,1,1997,2002,1
21806,SOFTWARE.COM INC,83402P,1998,121615,1999,121615,1,1998,1999,1
21807,NORTHWESTERN MUTUAL LIFE INS,668133,1998,121633,2005,121633,1,1998,2005,
21808,CYBERSOURCE CORP,23251J,1997,121656,2006,121656,1,1997,2006,1
21809,GREATER ATLANTIC FINANCIAL,391601,1998,121659,2006,121659,1,1998,2006,
21810,MAVERICK MINERALS CORP,577707,2000,121661,2005,121661,1,2000,2005,
21811,QUEPASA CORP,74833W,1998,121662,2005,121662,1,1998,2005,0
21812,STAMPS.COM INC,852857,1998,121673,2006,121673,1,1998,2006,1
21813,CROSS MEDIA MARKETING CORP,22754R,1998,121674,2002,121674,1,1998,2002,
21814,US SEARCH.COM INC,903404,1998,121693,2002,121693,1,1998,2002,1
21815,FINANCIAL INSTITUTIONS INC,317585,1998,121713,2006,121713,1,1998,2006,
21816,JUPITERMEDIA CORP,48207D,1999,121717,2006,121717,1,1999,2006,0
21817,JUNIPER NETWORKS INC,48203R,1997,121718,2006,121718,1,1997,2006,1
21818,PERSISTENCE SOFTWARE INC,715329,1998,121720,2003,121720,1,1998,2003,1
21819,SEMINIS INC,816658,1998,121722,2004,121722,1,1998,2004,1
21820,GENZYME SURGICAL PRODUCTS,372917,1997,121742,1999,12233,-1,,,1
21821,COMMERCE ONE INC,200693,1998,121754,2003,121754,1,1998,2003,1
21822,DIGITAL ISLAND INC,25385N,1998,121755,2000,121755,1,1998,2000,1
21823,E-LOAN INC,26861P,1997,121757,2004,121757,1,1997,2004,
21824,I D SYSTEMS INC,449489,1998,121759,2006,121759,1,1998,2006,1
21825,NFRONT INC,65334N,1998,121760,1999,121760,1,1998,1999,0
21826,SHOWCASE CORP,82539P,1997,121761,1999,121761,1,1997,1999,1
21827,WOMEN FIRST HEALTHCARE,978150,1998,121762,2003,121762,1,1998,2003,1
21828,COMMTOUCH SOFTWARE LTD,M25596,1998,121793,2006,121793,1,1998,2006,0
21829,ENCORE CAPITAL GROUP INC,292554,1997,121815,2006,121815,1,1997,2006,
21830,PRIVATEBANCORP INC,742962,1998,121816,2006,121816,1,1998,2006,0
21831,SALEM COMMUNICATIONS CORP,794093,1997,121817,2006,121817,1,1997,2006,
21832,SUN CMNTY BANCORP LTD,866678,1998,121818,2000,121818,1,1998,2000,
21833,VAXGEN INC,922390,1998,121819,2003,121819,1,1998,2003,0
21834,AMERICAN MORTGAGE ACCEPTANCE,27568,1998,121833,2006,121833,1,1998,2006,
21835,ASK JEEVES INC,45174,1997,121834,2004,121834,1,1997,2004,1
21836,CLARENT CORP,180461,1998,121835,2000,121835,1,1998,2000,1
21837,MEEMIC HOLDINGS INC,585135,1999,121839,2001,121839,1,1999,2001,0
21838,GEORGE FOREMAN ENTERPRISES,372481,1997,121840,2005,121840,1,1997,2005,
21839,PRIMUS KNOWLEDGE SOLUTIONS,74163Q,1998,121842,2003,121842,1,1998,2003,
21840,YANKEE CANDLE CO INC,984757,1997,121844,2006,121844,1,1997,2006,1
21841,ALASKA PACIFIC BANCSHARS INC,11757,2001,121853,2006,121853,1,2001,2006,
21842,NVEST  -LP,67065F,1998,121893,1999,121893,2,1998,1999,0
21843,EARTHWORKS ENTERTAINMENT INC,27032F,1999,121913,2005,121913,1,1999,2005,
21844,PETROHAWK ENERGY CORP,716495,1998,121934,2006,121934,1,1998,2006,0
21845,INDIAN VILLAGE BANCORP,454533,1998,121937,2003,121937,1,1998,2003,
21846,KEITH COMPANIES INC,487539,1998,121938,2004,121938,1,1998,2004,
21847,EIRCOM  PLC  -ADR,28257P,1997,121957,2000,121957,1,1997,2000,0
21848,BANK OF THE CAROLINAS,06425J,2003,121974,2006,121974,1,2003,2006,
21849,LQ CORPORATION INC,50213T,1998,121979,2006,121979,1,1998,2006,1
21850,HUDSON CITY BANCORP INC,443683,1998,122015,2006,122015,1,1998,2006,
21851,IMPLANT SCIENCES CORP,45320R,1998,122034,2006,122034,1,1998,2006,1
21852,PROVANTAGE HEALTH SVCS INC,743725,1998,122060,1999,122060,1,1998,1999,0
21853,TIBCO SOFTWARE INC,88632Q,1998,122061,2006,122061,1,1998,2006,1
21854,CDC CORP,G2022L,1998,122062,2006,122062,1,1998,2006,
21855,BE INC,73309,1997,122075,2001,122075,1,1997,2001,
21856,EFFICIENT NETWORKS INC,282056,1998,122077,2000,122077,1,1998,2000,1
21857,NIC INC,62914B,1998,122078,2006,122078,1,1998,2006,
21858,AUDIBLE INC,05069A,1998,122094,2006,122094,1,1998,2006,1
21859,INSIGHT COMMUNICATIONS CO,45768V,1998,122096,2006,122096,1,1998,2006,
21860,PARADYNE NETWORKS INC,69911G,1997,122099,2004,122099,1,1997,2004,
21861,ITA HOLDINGS INC,45032C,1997,122101,2004,122101,1,1997,2004,
21862,CARESIDE INC,141728,1998,122114,2001,122114,1,1998,2001,1
21863,PEACE ARCH ENTMT GROUP INC,704586,1997,122116,2006,122116,1,1997,2006,
21864,CONVERGENT COMMUNICATIONS,211914,1997,122136,2000,122136,1,1997,2000,
21865,ENGAGE INC,292827,1997,122137,2002,122137,1,1997,2002,1
21866,GADZOOX NETWORKS INC,362555,1997,122138,2001,122138,1,1997,2001,1
21867,NATIONAL MED HEALTH CARD SYS,636918,1997,122143,2006,122143,1,1997,2006,
21868,LIVEWORLD INC,53838Q,1998,122148,2001,122148,1,1998,2001,0
21869,VOYAGER.NET INC,92906W,1997,122149,1999,122149,1,1997,1999,0
21870,AIRONET WIRELESS COMM,00943A,1997,122156,1998,122156,1,1997,1998,1
21871,ART TECHNOLOGY GROUP INC,04289L,1997,122159,2006,122159,1,1997,2006,1
21872,WESTERN GOLDFIELDS INC,95828P,2004,122163,2006,122163,1,2004,2006,
21873,INFOSMART GROUP INC,456781,2000,122170,2006,122170,1,2000,2006,0
21874,HOOVERS INC,439321,1997,122171,2001,122171,1,1997,2001,0
21875,J2 GLOBAL COMMUNICATIONS INC,46626E,1997,122172,2006,122172,1,1997,2006,1
21876,MP3.COM INC,62473M,1998,122173,2000,122173,1,1998,2000,1
21877,PASW INC,693153,1998,122175,2006,122175,1,1998,2006,
21878,BIOPACK ENVIRONMENTAL SOLTNS,09064K,2000,122200,2005,122200,1,2000,2005,0
21879,DESTINY MEDIA TECHNOLOGIES,25063G,2002,122202,2006,122202,1,2002,2006,
21880,HOOKER FURNITURE CORP,439038,2000,122211,2006,122211,1,2000,2006,1
21881,IDAHO GENERAL MINES INC,451272,2004,122212,2006,122212,1,2004,2006,
21882,L A M PHARMACEUTICAL CORP,50172A,2000,122219,2004,122219,1,2000,2004,1
21883,TROY GROUP INC,89733N,1997,122233,2006,122233,1,1997,2006,1
21884,VERSATEL TELECOM INTL  -ADR,925301,1997,122234,2001,122234,1,1997,2001,
21885,ALLSCRIPTS HEALTHCARE SOLTNS,01988P,1998,122255,2006,122255,1,1998,2006,
21886,BIOMARIN PHARMACEUTICAL INC,09061G,1997,122257,2006,122257,1,1997,2006,1
21887,INSWEB CORP,45809K,1997,122263,2006,122263,1,1997,2006,1
21888,NORTH ATLANTIC TRADING INC,657337,1999,122265,2006,122265,1,1999,2006,
21889,TANNING TECHNOLOGY CORP,87588P,1998,122277,2002,122277,1,1998,2002,1
21890,FREESERVE PLC  -ADR,356872,1998,122297,1999,122297,1,1998,1999,0
21891,BIOPURE CORP,09065H,1997,122315,2006,122315,1,1997,2006,1
21892,NEXPRISE INC,65333Q,1998,122316,2003,122316,1,1998,2003,1
21893,CREO INC,225606,1998,122317,2004,122317,1,1998,2004,1
21894,NETIA HOLDINGS SA  -ADR,64114B,1998,122337,2002,122337,1,1998,2002,0
21895,AMERICAN NATL CAN GROUP INC,27714,1998,122354,1999,122354,1,1998,1999,
21896,DRUGSTORE.COM INC,262241,1998,122355,2006,122355,1,1998,2006,1
21897,LIBERATE TECHNOLOGIES,530129,1997,122357,2004,122357,1,1997,2004,1
21898,NET2PHONE INC,64108N,1997,122358,2005,122358,1,1997,2005,1
21899,PACKETEER INC,695210,1997,122360,2006,122360,1,1997,2006,1
21900,QUOKKA SPORTS INC,749077,1998,122361,2000,122361,1,1998,2000,0
21901,SMART ENERGY SOLUTIONS INC,83169V,2003,122376,2005,122376,1,2003,2005,
21902,BIGSTAR ENTERTAINMENT INC,89896,1998,122377,2001,122377,1,1998,2001,0
21903,CONTINUUS SOFTWARE CORP,21218R,1998,122378,1999,122378,1,1998,1999,
21904,LENNOX INTERNATIONAL INC,526107,1997,122380,2006,122380,1,1997,2006,
21905,NCRIC GROUP INC,62886P,1998,122382,2004,122382,1,1998,2004,0
21906,PERFICIENT INC,71375U,1998,122394,2006,122394,1,1998,2006,0
21907,SPLITROCK SERVICES INC,848636,1998,122396,1999,122396,1,1998,1999,0
21908,ACCRUE SOFTWARE INC,00437W,1997,122434,2001,122434,1,1997,2001,0
21909,MIIX GROUP INC,59862V,1998,122435,2003,122435,1,1998,2003,
21910,NETIQ CORP,64115P,1998,122436,2005,122436,1,1998,2005,1
21911,N2H2 INC,67019F,1998,122437,2002,122437,1,1998,2002,
21912,WATCHGUARD TECHNOLOGIES INC,941105,1998,122447,2005,122447,1,1998,2005,1
21913,BOARDWALK BANCORP INC,09661Q,2001,122455,2006,122455,1,2001,2006,
21914,DIGEX INC,253756,1998,122474,2002,122474,2,1998,2002,0
21915,CAPE FEAR BANK CORP,139380,2001,122494,2006,122494,1,2001,2006,
21916,BLOCKBUSTER INC,93679,1998,122514,2006,122514,2,1998,2006,1
21917,CRESCENT FINANCIAL CORP,225744,2001,122515,2006,122515,1,2001,2006,
21918,MISSION CRITICAL SOFTWARE,605047,1998,122517,1999,122517,1,1998,1999,
21919,MONSTERDAATA INC,611743,1998,122518,2000,122518,1,1998,2000,0
21920,1-800-FLOWERS.COM,68243Q,1998,122519,2006,122519,1,1998,2006,0
21921,INSURE.COM INC,45807N,1998,122520,2006,122520,1,1998,2006,0
21922,COBALT GROUP INC,19074Q,1998,122534,2000,122534,1,1998,2000,1
21923,INTERNET CAPITAL GROUP INC,46059C,1998,122536,2006,122536,1,1998,2006,
21924,INTERNET INITIATIVE JP  -ADR,46059T,1997,122537,2006,122537,1,1997,2006,
21925,UNITED SERVICES AUTO ASSN,91193X,1997,122554,1998,122554,1,1997,1998,
21926,PACIFIC LIFE INSURANCE CO,694474,1998,122574,1998,122574,1,1998,1998,
21927,LIBERTY MUTUAL INS GRP,53099X,1998,122575,2001,122575,1,1998,2001,
21928,STATE FARM INSURANCE,85699X,1998,122594,1998,122594,1,1998,1998,
21929,MASSACHUSETTS MUTUAL LIFE,575767,1998,122614,1999,122614,1,1998,1999,
21930,METROPOLITAN LIFE INS,592173,1998,122634,1999,122634,1,1998,1999,
21931,GOLDEN NORTHWEST ALUMINUM,381130,1999,122635,2000,122635,1,1999,2000,
21932,INCENTRA SOLUTIONS INC,45326F,1999,122655,2006,122655,1,1999,2006,
21933,FTD.COM INC,30265F,1998,122656,2001,122656,1,1998,2001,0
21934,MOVE INC,62458M,1998,122674,2006,122674,1,1998,2006,
21935,HOTJOBS.COM INC,441474,1998,122675,2000,122675,1,1998,2000,1
21936,INTERACTIVE PICTURES CORP,45839N,1998,122676,1998,122676,1,1998,1998,1
21937,PIVOTAL CORP,72581R,1998,122677,2003,122677,1,1998,2003,
21938,ROCKFORD CORP,77316P,1998,122678,2006,122678,1,1998,2006,1
21939,WOMEN.COM NETWORKS INC,978149,1998,122680,2000,122680,1,1998,2000,0
21940,BRAUN CONSULTING INC,105651,1998,122734,2003,122734,1,1998,2003,
21941,GARDEN.COM INC,365199,1998,122736,2000,122736,1,1998,2000,0
21942,INTERWORLD CORP,46114Q,1998,122737,2000,122737,1,1998,2000,
21943,TUMBLEWEED COMMUNICATIONS CO,899690,1998,122741,2006,122741,1,1998,2006,
21944,U S INTERACTIVE INC,90334M,1998,122742,1999,122742,1,1998,1999,
21945,ANTHONY & SYLVAN POOLS CORP,36762,1998,122754,2002,122754,1,1998,2002,
21946,TWEEN BRANDS INC,901166,1997,122778,2006,122778,1,1997,2006,0
21947,GENAMERICA CORP,36867Q,1998,122814,1998,122814,1,1998,1998,0
21948,IXNET INC,46601C,1998,122835,1999,122835,1,1998,1999,0
21949,MORTGAGE.COM INC,61910V,1998,122837,1999,122837,1,1998,1999,0
21950,NETSILICON INC,64115X,1998,122838,2000,122838,1,1998,2000,1
21951,RED HAT INC,756577,1997,122841,2006,122841,1,1997,2006,1
21952,U S AGGREGATES INC,90334D,1998,122845,2000,122845,1,1998,2000,
21953,INTERNET GOLD-GOLDEN LINES,M56595,1998,122874,2005,122874,1,1998,2005,
21954,ACTIVE SOFTWARE INC,00504E,1998,122894,1999,122894,1,1998,1999,
21955,IPIX CORP,44982L,1998,122895,2005,122895,1,1998,2005,1
21956,LEISURE TIME CASINOS & RESRT,52541P,1998,122901,2000,122901,1,1998,2000,0
21957,NETSCOUT SYSTEMS INC,64115T,1997,122902,2006,122902,1,1997,2006,1
21958,ALLIANCE RESOURCE PTNRS  -LP,01877R,1998,122915,2006,122915,1,1998,2006,
21959,MAJESCO ENTERTAINMENT CO,560690,1999,122916,2006,122916,1,1999,2006,0
21960,LOOKSMART LTD,543442,1998,122917,2006,122917,1,1998,2006,0
21961,LUMINANT WORLDWIDE CORP,550260,1998,122918,2000,122918,1,1998,2000,0
21962,MEDSCAPE INC,585046,1998,122919,1999,127381,-1,,,0
21963,QUEST SOFTWARE INC,74834T,1998,122921,2005,122921,1,1998,2005,1
21964,JOHN HANCOCK MUTUAL LIFE,47899X,1998,122934,1998,122934,1,1998,1998,
21965,AMERICAN FAMILY INS GROUP,02599X,1998,122954,2004,122954,1,1998,2004,
21966,HEADHUNTER.NET INC,422077,1998,123014,2000,123014,1,1998,2000,0
21967,IMAGEX INC,45244D,1998,123015,2002,123015,1,1998,2002,1
21968,LIONBRIDGE TECHNOLOGIES INC,536252,1998,123016,2006,123016,1,1998,2006,1
21969,NOVAMED INC,66986W,1998,123017,2006,123017,1,1998,2006,1
21970,SILVERSTREAM SOFTWARE INC,827907,1998,123019,2001,123019,1,1998,2001,1
21971,WINK COMMUNICATIONS INC,974168,1998,123080,2001,123080,1,1998,2001,1
21972,AGILE SOFTWARE CORP,00846X,1997,123094,2005,123094,1,1997,2005,1
21973,LABRANCHE & CO INC,505447,1998,123097,2006,123097,1,1998,2006,
21974,NETRADIO CORP,64114E,1998,123099,2000,123099,1,1998,2000,0
21975,NETRO CORP,64114R,1998,123100,2002,123100,1,1998,2002,1
21976,SONUS COMMUNICATION HOLDINGS,83569E,1999,123102,2000,123102,1,1999,2000,
21977,ALFORD REFRIGERATED WHSES,01542P,1998,123134,1999,123134,1,1998,1999,
21978,MYPOINTS.COM INC,62855T,1998,123137,2000,123137,1,1998,2000,0
21979,PURCHASEPRO.COM,746144,1998,123138,2001,123138,1,1998,2001,0
21980,BB HOLDINGS LTD,P1622X,1998,123394,2005,123394,1,1998,2005,
21981,CORUS ENTERTAINMENT INC,220874,1999,123415,2006,123415,1,1999,2006,
21982,Z-TRIM HOLDINGS INC,988924,2000,123434,2006,123434,1,2000,2006,
21983,LICT CORP,50187G,1998,123435,2004,123435,1,1998,2004,
21984,GAMMON GOLD INC,36467T,2001,123455,2006,123455,1,2001,2006,
21985,DECTRON INTERNATIONALE INC,243666,1997,123474,2005,123474,1,1997,2005,
21986,ATLANTIC BANCGROUP INC,48221,2000,123495,2006,123495,1,2000,2006,
21987,BTI TELECOM CORP,05577B,1999,123496,2000,123496,1,1999,2000,
21988,WORLDWIDE TECHNOLOGIES INC,98160T,1999,123498,2001,123498,1,1999,2001,
21989,SPECTRASITE INC,84761M,1998,123500,2004,123500,1,1998,2004,1
21990,THRIVENT FINL FOR LUTHERANS,88599Y,1998,123514,2000,123514,1,1998,2000,0
21991,MUTUAL OF OMAHA CO,62899X,1998,123534,1998,123534,1,1998,1998,1
21992,LUTHERAN BROTHERHOOD,55099Z,1998,123554,1999,123554,1,1998,1999,0
21993,GUARDIAN LIFE INS CO OF AMER,40199Y,1998,123556,2000,123556,1,1998,2000,
21994,PRINCIPAL FINANCIAL GROUP,74299X,1998,123557,2001,123557,1,1998,2001,1
21995,LIN HOLDINGS CORP,532768,1999,123654,2001,123654,1,1999,2001,
21996,LAS VEGAS SANDS INC,517993,1999,123674,2003,161844,1,1999,2001,
21997,PURINA MILLS INC,746276,2000,123694,2000,123694,1,2000,2000,
21998,CONSOLIDATED ENERGY INC,20914T,2002,123714,2005,120093,-1,,,
21999,MOBILEPRO CORP,60742E,2003,123715,2005,123715,1,2003,2005,0
22000,CALIFORNIA SOFTWARE CORP,130605,1998,123716,2001,123716,1,1998,2001,
22001,JACKSONVILLE BANCORP INC/FL,469249,2000,123720,2006,123720,1,2000,2006,
22002,REV HOLDINGS INC,76199Y,1999,123754,2005,123754,1,1999,2005,
22003,GLOBAL MATERIALS & SERVICES,37945L,1999,123795,2003,123795,1,1999,2003,
22004,AMERICANA DISTRIBUTION INC,30556,1999,123796,2005,123796,1,1999,2005,
22005,GOLDEN CHIEF RESOURCES INC,380818,2000,123799,2001,123799,1,2000,2001,
22006,GREENS WORLDWIDE INC,39540P,2000,123805,2005,123805,1,2000,2005,
22007,PONY EXPRESS USA INC,732774,1999,123806,2003,123806,1,1999,2003,
22008,VESTIN GROUP INC,925489,1999,123807,2004,123807,1,1999,2004,
22009,CSC HOLDINGS INC,126304,2000,123834,2006,123834,1,2000,2006,
22010,IMMEDIATEK INC,45252S,1999,123914,2006,123914,1,1999,2006,0
22011,VITRIA TECHNOLOGY INC,92849Q,1998,123937,2005,123937,1,1998,2005,1
22012,BROADBASE SOFTWARE,11130R,1998,123994,2000,123994,1,1998,2000,0
22013,E.PIPHANY INC,26881V,1998,123995,2004,123995,1,1998,2004,1
22014,KANA SOFTWARE INC,483600,1998,123998,2006,123998,1,1998,2006,1
22015,QUANTUM CORP-CONSOLIDATED,74799X,1996,124014,1999,8867,-1,,,1
22016,QUANTUM CORP HDDG,747906,1997,124015,1999,8867,-1,,,1
22017,ASHFORD.COM INC,44093,1998,124034,2000,124034,1,1998,2000,0
22018,CYBERGOLD INC,23246N,1998,124035,1999,124035,1,1998,1999,1
22019,EGAIN COMMUNICATIONS,28225C,1998,124036,2006,124036,1,1998,2006,0
22020,INTERACTIVE INTELLIGENCE INC,45839M,1998,124038,2006,124038,1,1998,2006,1
22021,JORE CORP,480815,1998,124040,2000,124040,1,1998,2000,1
22022,MANULIFE FINANCIAL CORP,56501R,1998,124042,2006,124042,1,1998,2006,0
22023,SENIOR HOUSING PPTYS TRUST,81721M,1998,124046,2006,124046,1,1998,2006,
22024,TRINTECH GROUP PLC  -ADR,896682,1997,124049,2006,124049,1,1997,2006,
22025,INVENTIV HEALTH INC,46122E,1998,124050,2006,124050,1,1998,2006,0
22026,YESMAIL.COM INC,98583Q,1998,124051,1999,124051,1,1998,1999,0
22027,WKI HOLDING CO INC,92999Z,1998,124074,2003,124074,1,1998,2003,1
22028,HOME INTERIORS & GIFTS INC,43713H,1999,124094,2004,124094,1,1999,2004,
22029,KSL RECREATION GROUP INC,482683,1999,124114,2002,124114,1,1999,2002,
22030,HORSESHOE GAMING HLDG CORP,44075L,1999,124115,2003,124115,1,1999,2003,
22031,ALTEON WEBSYSTEMS INC,02145A,1998,124174,2000,124174,1,1998,2000,1
22032,BARNEYS NEW YORK INC,06808T,2000,124176,2003,124176,1,2000,2003,0
22033,BLUESTONE SOFTWARE INC,09623P,1998,124177,1999,124177,1,1998,1999,
22034,INTERSPEED INC,46070W,1998,124195,2000,124195,1,1998,2000,0
22035,KEYNOTE SYSTEMS INC,493308,1998,124196,2006,124196,1,1998,2006,1
22036,UNITED ONLINE INC,911268,1998,124198,2006,124198,1,1998,2006,1
22037,PROMOTIONS.COM INC,74341U,1998,124201,2001,124201,1,1998,2001,0
22038,OMNOVA SOLUTIONS INC,682129,1998,124254,2006,124254,1,1998,2006,1
22039,AIRGATE PCS INC,9367,1998,124314,2004,124314,1,1998,2004,
22040,AMERICAN HOME MTG INVT CORP,02660R,1998,124315,2006,124315,1,1998,2006,
22041,CALICO COMMERCE INC,129897,1997,124316,2001,124316,1,1997,2001,
22042,DALEEN TECHNOLOGIES INC,23437N,1998,124318,2003,124318,1,1998,2003,1
22043,FOUNDRY NETWORKS INC,35063R,1998,124319,2005,124319,1,1998,2005,1
22044,APTIMUS INC,03833V,1998,124320,2006,124320,1,1998,2006,0
22045,GOLDEN TELECOM INC,38122G,1998,124321,2006,124321,1,1998,2006,
22046,ITXC CORP,45069F,1998,124322,2003,124322,1,1998,2003,1
22047,NETWORK COMMERCE INC,64122T,1998,124324,2001,124324,1,1998,2001,1
22048,TELEMATE.NET SOFTWARE,87943L,1998,124326,2000,124326,1,1998,2000,0
22049,SPALDING HOLDINGS CORP,84699Z,1999,124334,2000,124334,1,1999,2000,
22050,EUPA INTERNATIONAL CORP,298414,2000,124354,2005,124354,1,2000,2005,1
22051,ALTIGEN COMMUNICATIONS INC,21489,1998,124355,2006,124355,1,1998,2006,1
22052,INTERNAP NETWORK SVCS CORP,45885A,1998,124358,2006,124358,1,1998,2006,1
22053,NETSOLVE INC,64115J,1997,124359,2003,124359,1,1997,2003,1
22054,ENVISION DEVELOPMENT CORP,29410N,1998,124360,1999,124360,1,1998,1999,
22055,SPINNAKER EXPLORATION CO,84855W,1998,124361,2004,124361,1,1998,2004,
22056,ACME COMMUNICATIONS INC,4631,1998,124374,2006,124374,1,1998,2006,
22057,LOISLAW.COM INC,541431,1998,124377,1999,124377,1,1998,1999,0
22058,TIVO INC,888706,1998,124394,2006,124394,1,1998,2006,1
22059,BLACKROCK INC,09247X,1998,124434,2006,124434,1,1998,2006,1
22060,DIGITAL INSIGHT CORP,25385P,1998,124435,2005,124435,1,1998,2005,
22061,EVERTRUST FINANCIAL GROUP,300412,1998,124437,2003,124437,1,1998,2003,0
22062,VIXEL CORP,928552,1998,124440,2002,124440,1,1998,2002,1
22063,WILTEL COMMUNICATIONS GROUP,972487,1998,124441,2002,124441,1,1998,2002,
22064,XM SATELLITE RADIO HLDGS INC,983759,1998,124442,2006,148365,1,1998,1999,1
22065,ORETECH INC,686156,2000,124494,2004,124494,1,2000,2004,0
22066,RAMPART CAPITAL CORP,751569,1998,124534,2002,124534,1,1998,2002,
22067,EAGLE FAMILY FOODS HLDGS INC,26951N,1999,124554,2006,124554,1,1999,2006,
22068,LEINER HEALTH PRODUCTS INC,52536P,1998,124555,2005,124555,1,1998,2005,
22069,DADE BEHRING INC,23393X,1998,124556,1999,151016,1,1998,1999,1
