,name,cusip,firstyr,gvkey,lastyr,pdpco,pdpseq,begyr,endyr,match
21434,PLAINS ALL AMER PIPELNE  -LP,726503,1996,116029,2006,116029,1,1996,2006,0
21435,BLUE ZONE INC,96084,1999,116031,2001,116031,1,1999,2001,
21436,EXCEL MARITIME CARRIERS LTD,V3267N,1996,116064,2006,116064,1,1996,2006,
21437,TARGITINTERACTIVE INC,87613A,1999,116085,2002,116085,1,1999,2002,0
21438,J CREW GROUP INC,46612H,1996,116104,2006,116104,1,1996,2006,
21439,LIFESTYLE FURNISHINGS INTL,531941,1996,116105,1998,116105,1,1996,1998,
21440,EURAMAX INTERNATIONAL INC,298433,1996,116124,2004,116124,1,1996,2004,
21441,SAFELITE GLASS CORP,786450,1996,116125,1998,116125,1,1996,1998,1
21442,GOLDEN STATE BANCORP INC,381197,1998,116144,2001,116144,2,1998,2001,
21443,PARK CITY GROUP INC,700215,2000,116166,2006,116166,1,2000,2006,1
21444,PAYMENT DATA SYSTEMS INC,70438S,1999,116209,2006,116209,1,1999,2006,1
21445,SEACOAST FINANCIAL SERVICES,81170Q,1997,116210,2003,116210,1,1997,2003,
21446,SCOTTISH RE GROUP LTD,G73537,1998,116224,2006,116224,1,1998,2006,
21447,SPRINT PCS GROUP,852061,1998,116245,2003,116245,1,1998,2003,
21448,UNION ELECTRIC CO,90699X,1999,116304,2006,116304,1,1999,2006,1
21449,MARNETICS BROADBAND TECH LTD,M68225,2000,116364,2003,116364,1,2000,2003,0
21450,GEOGLOBAL RESOURCES INC,37249T,2001,116387,2006,116387,1,2001,2006,0
21451,BIO LOK INTL INC,90943,1998,116389,2005,116389,1,1998,2005,1
21452,INCAM AG  -ADR,45324R,1998,116392,2001,116392,1,1998,2001,
21453,ABLEAUCTIONS.COM INC,00371F,1998,116393,2006,116393,1,1998,2006,0
21454,BREK ENERGY CORP,106786,1999,116394,2005,116394,1,1999,2005,
21455,TICKETMASTER  -CL B,88633P,1997,116395,2001,116395,2,1997,2001,0
21456,FIRST WASH FINANCIAL CORP,33748R,2001,116409,2003,116409,1,2001,2003,
21457,E-TEK DYNAMICS INC,269240,1997,116431,1999,116431,1,1997,1999,1
21458,ALPHATRADE.COM,20814,1999,116500,2005,116500,1,1999,2005,0
21459,P F CHANGS CHINA BISTRO INC,69333Y,1997,116503,2006,116503,1,1997,2006,1
21460,SELECT COMFORT CORP,81616X,1996,116504,2006,116504,1,1996,2006,1
21461,UBID INC,903469,1997,116505,1999,116505,1,1997,1999,
21462,CONEXANT SYSTEMS INC,207142,1997,116526,2006,116526,1,1997,2006,1
21463,CENTRAL JERSEY BANCORP,153770,2001,116531,2006,116531,2,2001,2006,
21464,SUPERIOR BANCORP,86806M,1998,116586,2006,116586,1,1998,2006,
21465,EXCHANGE APPLICATIONS INC,300867,1996,116588,2001,116588,1,1996,2001,1
21466,JCC HOLDING CO,46611Q,1999,116592,2001,116592,1,1999,2001,
21467,NBC INTERNET INC,62873D,1997,116597,2000,116597,1,1997,2000,
21468,ABOVENET COMMUNICATIONS INC,3743,1997,116606,1999,116606,1,1997,1999,
21469,INFINITY BROADCASTING CORP,45662S,1996,116609,1999,116609,1,1996,1999,
21470,INTERNET AMERICA INC,46058Y,1997,116610,2006,116610,1,1997,2006,
21471,VAIL BANKS INC,918779,1998,116615,2005,116615,1,1998,2005,
21472,CLAIMSNET.COM INC,179570,1997,116668,2006,116668,1,1997,2006,0
21473,UNITED FINANCIAL HOLDINGS,91032K,1998,116680,2001,116680,1,1998,2001,
21474,E VIDEOTV INC,26927M,1999,116766,2002,116766,1,1999,2002,0
21475,HI/FN INC,428358,1997,116770,2006,116770,1,1997,2006,1
21476,INFOSPACE INC,45678T,1996,116772,2006,116772,1,1996,2006,1
21477,MARKETING SPECIALISTS CORP,57060R,1998,116773,2000,116773,1,1998,2000,
21478,CONCUR TECHNOLOGIES INC,206708,1997,116787,2006,116787,1,1997,2006,0
21479,METROCORP BANCSHARES INC,591650,1998,116791,2006,116791,1,1998,2006,0
21480,VDC COMMUNICATIONS INC,91821B,1998,116806,2000,116806,2,1998,2000,
21481,ARTIFICIAL LIFE INC,04314Q,1996,116826,2006,116826,1,1996,2006,
21482,AUDIOHIGHWAY.COM,50740,1997,116827,1999,116827,1,1997,1999,1
21483,LAMAR CAPITAL CORP,51282P,1998,116831,2000,116831,1,1998,2000,
21484,CAESARS ENTERTAINMENT INC,127687,1996,116857,2004,116857,1,1996,2004,1
21485,COMMUNITY SHORES BANK CORP,204046,1999,116894,2006,116894,1,1999,2006,
21486,KINGSLEY COACH INC,49689D,2001,116897,2005,116897,1,2001,2005,
21487,ALR TECHNOLOGIES INC,1630,1999,116903,2006,116903,1,1999,2006,1
21488,VIRGINIA CAP BANCSHARES INC,927758,1999,116905,2000,116905,1,1999,2000,
21489,WILLOW FINL BANCORP INC,97111W,2000,116906,2006,116906,1,2000,2006,
21490,ASCENDIA BRANDS INC,43509,2000,116924,2005,116924,1,2000,2005,
21491,JONES MEDIA NETWORKS LTD,480210,1998,116929,2001,116929,1,1998,2001,
21492,OAK FINANCIAL CORP,67081P,2003,116947,2006,116947,1,2003,2006,
21493,EKNOWLEDGE GROUP INC,282642,2000,116948,2002,116948,1,2000,2002,0
21494,CRESTLINE CAPITAL CORP,226153,1998,117003,2001,117003,1,1998,2001,0
21495,INNES STREET FINANCIAL CORP,45768F,1998,117006,2000,117006,1,1998,2000,
21496,OASIS INFO SYSTEMS INC,67420M,1999,117014,2000,117014,1,1999,2000,
21497,CENTRAL FEDERAL CORP,15346Q,1998,117018,2006,117018,1,1998,2006,
21498,LINCOLN BANCORP/IN,532879,1998,117019,2006,117019,1,1998,2006,
21499,ONEIDA FINANCIAL CORP,682478,1999,117020,2006,8150,-1,,,1
21500,SECURITY PA FINANCIAL CORP,814847,1998,117024,2000,117024,1,1998,2000,
21501,GREENE COUNTY BANCORP INC,394357,1998,117026,2006,117026,1,1998,2006,
21502,STOCKGROUP INFORMATION SYS,861273,2001,117027,2006,117027,1,2001,2006,0
21503,MADISON BANCSHARES INC/FL,556597,2001,117028,2003,117028,1,2001,2003,
21504,CARDIOVASCULAR SCIENCES INC,141614,2001,117029,2003,117029,1,2001,2003,
21505,COHOES BANCORP INC,192513,1998,117032,2000,117032,1,1998,2000,0
21506,FIRST CAPITAL INC,31942S,1998,117034,2006,117034,1,1998,2006,
21507,FIRST PLACE FINANCIAL CP/DE,33610T,1998,117035,2006,117035,1,1998,2006,
21508,LAKES ENTERTAINMENT INC,51206P,1996,117036,2006,117036,1,1996,2006,
21509,SKINVISIBLE INC,830703,1998,117114,2006,117114,1,1998,2006,1
21510,US DATAWORKS INC,91729G,1999,117115,2005,117115,1,1999,2005,
21511,NOVOGEN LIMITED  -ADR,67010F,1999,117116,2006,117116,1,1999,2006,1
21512,ENTERPRISE FINL SERVICES CP,293712,1998,117141,2006,117141,1,1998,2006,
21513,ORTHOVITA INC,68750U,1999,117142,2006,117142,1,1999,2006,1
21514,SPANISH BROADCASTING SYS INC,846425,1998,117145,2006,117145,1,1998,2006,0
21515,SUMMIT ENVIRONMENTAL CP INC,86606A,1998,117146,2005,117146,1,1998,2005,
21516,HEALTH EXPRESS USA INC,42218E,1999,117159,2004,117159,1,1999,2004,
21517,PROVIDENT NEW YORK BANCORP,744028,1998,117161,2006,117161,1,1998,2006,
21518,REMINGTON PRODUCTS CO LLC,759595,1995,117178,2002,117178,1,1995,2002,
21519,ENTEX INFORMATION SVCS INC,293818,1997,117179,1999,117179,1,1997,1999,
21520,BIG V SUPERMARKETS  -CL A,89698,1995,117198,1999,117198,2,1995,1999,
21521,HERSHA HOSPITALITY TRUST,427825,1999,117260,2006,117260,1,1999,2006,0
21522,PACKAGED ICE INC,695148,1997,117263,2002,117263,1,1997,2002,1
21523,GENZYME MOLECULAR ONCOLOGY,372917,1997,117298,2002,12233,-1,,,1
21524,AVIX TECHNOLOGIES INC,53802,1999,117319,2000,117319,1,1999,2000,
21525,ENTREPORT CORP,29382U,1999,117323,2001,117323,1,1999,2001,0
21526,MARKETWATCH INC,570619,1998,117358,2003,117358,1,1998,2003,0
21527,MOMENTUM BUSINESS APPS INC,60877P,1999,117359,2000,117359,1,1999,2000,
21528,COLLINS & AIKMAN FLOOR CVRGS,19483N,1996,117438,1999,117438,1,1996,1999,1
21529,BIG 5 CORP,89150,1996,117578,2003,117578,1,1996,2003,
21530,ALLAIRE CORP,16714,1996,117701,2000,117701,1,1996,2000,0
21531,LAROCHE INDUSTRIES INC,517289,1995,117721,1998,117721,1,1995,1998,1
21532,CLIMACHEM INC,187168,1997,117722,2001,117722,1,1997,2001,0
21533,NVIDIA CORP,67066G,1996,117768,2006,117768,1,1996,2006,1
21534,ACTIVANT SOLUTIONS INC,00506T,1996,117781,2005,117781,1,1996,2005,0
21535,SOVEREIGN SPECIALTY CHEM INC,84610F,1997,117782,2003,117782,1,1997,2003,
21536,INTL KNIFE & SAW INC,459733,1995,117783,2000,117783,1,1995,2000,
21537,FINLAY FINE JEWELRY CORP,317887,1995,117784,2006,117784,1,1995,2006,1
21538,MSX INTERNATIONAL INC,55394Y,1997,117801,2006,117801,1,1997,2006,1
21539,DIGITAL LAVA INC,253928,1997,117805,2000,117805,1,1997,2000,
21540,CYBEAR GROUP,23243C,1997,117841,2000,117841,1,1997,2000,
21541,FTS GROUP INC,30266R,2001,117843,2005,117843,1,2001,2005,
21542,COLE COMPUTER CORP,19325L,1999,117846,2004,117846,1,1999,2004,
21543,AMERICAN AXLE & MFG HOLDINGS,24061,1996,117861,2006,117861,1,1996,2006,1
21544,ARCH CHEMICALS INC,03937R,1996,117862,2006,117862,1,1996,2006,1
21545,INTERFOUNDRY INC,45867F,2000,117867,2002,117867,1,2000,2002,0
21546,TOWER FINANCIAL CORP,891769,1999,117868,2006,117868,1,1999,2006,
21547,AETNA INDUSTRIES INC,8121,1995,117881,1999,117881,1,1995,1999,1
21548,HYDROCHEM INDUSTRIAL SVCS,448850,1996,117882,2001,117882,1,1996,2001,1
21549,CITIZENS FIRST CORP,17462Q,2001,117901,2006,117901,1,2001,2006,
21550,ENTERCOM COMMUNICATIONS CORP,293639,1998,117902,2006,117902,1,1998,2006,
21551,SANDERS MORRIS HARRIS GROUP,80000Q,1999,117903,2006,117903,1,1999,2006,
21552,ECOMETRY CORP,27900H,1996,117904,2001,117904,1,1996,2001,0
21553,TUT SYSTEMS INC,901103,1997,117905,2005,117905,1,1997,2005,1
21554,MMI PRODUCTS INC,553090,1996,117961,2005,117961,1,1996,2005,1
21555,BELK INC,07799X,1996,117981,2005,117981,1,1996,2005,
21556,MEDE AMERICA CORP,584067,1997,118002,1999,118002,1,1997,1999,
21557,PEROT SYSTEMS CORP,714265,1996,118003,2006,118003,1,1996,2006,1
21558,EAST WEST BANCORP INC,27579R,1997,118042,2006,118042,1,1997,2006,
21559,FIRST CAPITAL BANCORP INC/VA,319438,2005,118046,2006,118046,1,2005,2006,
21560,ALBANY MOLECULAR RESH INC,12423,1997,118081,2006,118081,1,1997,2006,
21561,MODEM MEDIA INC,607533,1996,118084,2003,118084,1,1996,2003,
21562,CORINTHIAN COLLEGES INC,218868,1997,118121,2006,118121,1,1997,2006,
21563,DELPHI CORP,247126,1998,118122,2006,118122,1,1998,2006,1
21564,MERCER INSURANCE GROUP INC,587902,2001,118125,2006,118125,1,2001,2006,
21565,MICROFINANCIAL INC,595072,1997,118126,2006,118126,1,1997,2006,0
21566,PACIFIC INTERNET LTD,Y66183,1996,118141,2005,118141,1,1996,2005,
21567,PRODIGY COMMUN CORP -CL A,74283P,1996,118167,2000,118167,1,1996,2000,
21568,BOTTOMLINE TECHNOLOGIES INC,101388,1997,118223,2006,118223,1,1997,2006,1
21569,HUB INTERNATIONAL LTD,44332P,1999,118227,2006,118227,1,1999,2006,
21570,VERTICALNET INC,92532L,1996,118228,2006,118228,1,1996,2006,0
21571,FOREVERGREEN WORLDWIDE CORP,34630A,1999,118261,2005,118261,1,1999,2005,
21572,GAMCO INVESTORS INC,361438,1997,118264,2006,118264,1,1997,2006,
21573,INSURANCE MGMT SOLUTIONS GRP,458045,1997,118266,2002,118266,1,1997,2002,
21574,KORN/FERRY INTERNATIONAL,500643,1996,118267,2006,118267,1,1996,2006,
21575,UGC EUROPE INC,90268P,1996,118284,2002,118284,1,1996,2002,
21576,ANFI INC,00181E,1997,118302,2001,118302,1,1997,2001,
21577,DOBSON COMMUNICATIONS CORP,256069,1998,118304,2006,118304,1,1998,2006,
21578,ONYX SOFTWARE CORP,683402,1997,118307,2005,118307,1,1997,2005,
21579,SERENA SOFTWARE INC,817492,1996,118321,2005,118321,1,1996,2005,1
21580,SOUTH JERSEY FINL CORP INC,838493,1998,118322,1999,118322,1,1998,1999,
21581,QIAO XING UNVERSAL TELEPHONE,G7303A,1996,118401,2005,118401,1,1996,2005,0
21582,SUPERIOR FINANCIAL CORP DE,868161,1999,118443,2002,118443,1,1999,2002,
21583,U S LABORATORIES INC,90333T,1997,118444,2001,118444,1,1997,2001,
21584,VIGNETTE CORP,926734,1997,118445,2006,118445,1,1997,2006,1
21585,WEBTRENDS CORP,94844D,1997,118446,2000,118446,1,1997,2000,1
21586,PRIMACOM AG  -ADR,74154N,1997,118484,2005,118484,1,1997,2005,0
21587,CORPORATE EXECUTIVE BRD CO,21988R,1997,118502,2006,118502,1,1997,2006,
21588,EVCI CAREER COLLEGES HLDG CP,26926P,1998,118503,2005,118503,1,1998,2005,
21589,THINKPATH INC,884099,1997,118504,2005,118504,1,1997,2005,0
21590,ENTERPRISE BANCORP INC/MA,293668,2002,118525,2006,118525,1,2002,2006,
21591,INTRAWARE INC,46118M,1997,118528,2006,118528,1,1997,2006,1
21592,TALISMAN ENTERPRISES INC,874254,1998,118531,1999,118531,1,1998,1999,
21593,GULF STATES STEEL INC,402548,1996,118533,1999,118533,1,1996,1999,
21594,EVERCEL INC,299759,1998,118574,2002,118574,1,1998,2002,0
21595,LAS AMERICAS BROADBAND INC,517422,1999,118576,2000,118576,1,1999,2000,
21596,INVITROGEN CORP,46185R,1997,118577,2006,118577,1,1997,2006,1
21597,PCORDER.COM INC,70453H,1997,118579,1999,118579,1,1997,1999,1
21598,ANORMED INC,35910,2003,118634,2005,118634,1,2003,2005,1
21599,GENZYME TISSUE REPAIR,372917,1996,118653,1999,12233,-1,,,1
21600,UVUMOBILE INC,918171,1999,118673,2006,118673,1,1999,2006,0
21601,BIOENVISION INC,09059N,2001,118733,2006,118733,1,2001,2006,0
21602,TOTAL LOGISTICS INC,89151W,1999,118734,2003,118734,1,1999,2003,
21603,NEON SYSTEMS INC,640509,1996,118738,2004,118738,1,1996,2004,
21604,UNISTAR FINANCIAL SVC CORP,90921U,1998,118741,1998,118741,1,1998,1998,
21605,ANTENNA TV SA  -ADR,03672N,1997,118773,2002,118773,1,1997,2002,
21606,BOYDS COLLECTION LTD,103354,1997,118793,2005,118793,1,1997,2005,
21607,QUICKSILVER RESOURCES INC,74837R,1998,118795,2006,118795,1,1998,2006,
21608,TUMBLEWEED INC,899688,1998,118797,2002,118797,1,1998,2002,
21609,VERADO HOLDINGS INC,92335X,1999,118834,2000,118834,1,1999,2000,0
21610,ARGOSY ED GROUP INC,40222,1998,118873,2001,118873,1,1998,2001,
21611,ROWECOM INC,77957X,1997,118875,2000,118875,1,1997,2000,0
21612,WORONOCO BANCORP INC,981630,1998,118876,2004,118876,1,1998,2004,0
21613,SPRINT CORP-CONSOLIDATED,85299X,1997,118998,2003,164601,1,1997,2003,
21614,COMMUNITY CAPITAL BANCSHARES,203634,1999,119014,2006,119014,1,1999,2006,
21615,FLASHNET COMMUNICATIONS INC,338527,1997,119016,1999,119016,1,1997,1999,0
21616,IVILLAGE INC,46588H,1998,119034,2005,119034,1,1998,2005,1
21617,GENZYME CORP-CONSOLIDATED,63799Y,1988,119053,2002,12233,1,1988,1995,1
21618,MULTEX.COM INC,625367,1997,119081,2002,119081,1,1997,2002,1
21619,CHEAP TICKETS INC,162672,1997,119095,2000,119095,1,1997,2000,0
21620,DEER VALLEY CORP,244196,1999,119133,2005,119133,1,1999,2005,
21621,BRIDGE TECHNOLOGY INC,108057,1998,119153,2002,119153,1,1998,2002,
21622,GOUVERNEUR BANCORP INC,383584,1998,119154,2006,119154,1,1998,2006,0
21623,CKRUSH INC,17887P,2002,119157,2006,119157,1,2002,2006,0
21624,AUTOBYTEL INC,05275N,1997,119173,2006,119173,1,1997,2006,0
21625,AUTOWEB.COM INC,53331,1997,119174,2000,119174,1,1997,2000,0
21626,ABOUT.COM INC,3736,1997,119214,1999,119214,1,1997,1999,1
21627,LEGEND MOBILE INC,524927,2002,119215,2005,119215,1,2002,2005,
21628,VARIAN INC,922206,1997,119216,2006,119216,1,1997,2006,1
21629,VARIAN SEMICONDUCTOR EQUIPMT,922207,1997,119217,2006,119217,1,1997,2006,1
21630,ONEMAIN.COM INC,68267P,1998,119256,1999,119256,1,1998,1999,0
21631,CRITICAL PATH INC,22674V,1997,119273,2006,119273,1,1997,2006,1
21632,MKS INSTRUMENTS INC,55306N,1997,119275,2006,119275,1,1997,2006,1
21633,VALLEY MEDIA INC,91972C,1996,119277,2000,119277,1,1996,2000,
21634,ACCESSPOINT CORP,00432T,2000,119293,2004,119293,1,2000,2004,0
21635,GATEWAY FINANCIAL HLDGS INC,368140,2000,119295,2006,119295,1,2000,2006,
21636,MEDICURE INC,58469E,2000,119297,2005,119297,1,2000,2005,1
21637,PRICELINE.COM INC,741503,1998,119314,2006,119314,1,1998,2006,1
21638,TREX CO INC,89531P,1997,119316,2006,119316,1,1997,2006,
21639,NORTHCORE TECHNOLOGIES INC,66401P,1996,119394,2006,119394,1,1996,2006,0
21640,CAPITOL FEDERAL FINANCIAL,14057C,1997,119414,2006,119414,1,1997,2006,
21641,PEPSI BOTTLING GROUP INC,713409,1997,119417,2006,119417,1,1997,2006,
21642,TROY FINANCIAL CORP,897329,1999,119419,2003,119419,1,1999,2003,
21643,FIRST BANCORP INDIANA INC,31867T,1999,119436,2006,119436,1,1999,2006,
21644,SOUTH SHORE RESOURCES INC,840265,2000,119473,2005,119473,1,2000,2005,
21645,DELIAS INC,246911,1997,119474,2006,119474,2,1997,2006,0
21646,RHYTHMS NETCONNECTIONS INC,762430,1997,119477,2000,119477,1,1997,2000,0
21647,PLX TECHNOLOGY INC,693417,1997,119493,2006,119493,1,1997,2006,1
21648,OPTIBASE LTD,M7524R,1997,119513,2005,119513,1,1997,2005,1
21649,AREMISSOFT CORP/DE,40026,1997,119533,2000,119533,1,1997,2000,0
21650,FLORIDAFIRST BANCORP INC,343258,1998,119535,2003,119535,1,1998,2003,0
21651,VALUE AMERICA INC,92038N,1997,119536,1999,119536,1,1997,1999,
21652,HEARTLAND TECHNOLOGY INC,421979,1997,119553,2001,119553,1,1997,2001,
21653,EXTREME NETWORKS INC,30226D,1997,119574,2006,119574,1,1997,2006,1
21654,CLICKABLE ENTERPRISES INC,18682S,1999,119576,2005,119576,1,1999,2005,0
21655,HUGOTON ROYALTY TRUST,444717,1999,119594,2006,119594,1,1999,2006,
21656,RAVENSWOOD WINERY INC,754438,1997,119595,2000,119595,1,1997,2000,
21657,USINTERNETWORKING INC,917311,1998,119597,2000,119597,1,1998,2000,0
21658,MIH LTD,G6116R,1997,119653,2001,119653,1,1997,2001,
21659,SAGENT TECHNOLOGY INC,786693,1997,119696,2002,119696,1,1997,2002,1
21660,COMPUCREDIT CORP,20478N,1997,119714,2006,119714,1,1997,2006,0
21661,WORLDGATE COMMUNICATIONS INC,98156L,1997,119736,2006,119736,1,1997,2006,
21662,ACCREDO HEALTH INC,00437V,1998,119753,2004,119753,1,1998,2004,0
21663,STANCORP FINANCIAL GROUP INC,852891,1997,119756,2006,119756,1,1997,2006,0
21664,ZDNET,989511,1997,119773,1999,119773,1,1997,1999,0
21665,AMERICAN CMNTY BANCSHARES,02520W,2000,119813,2006,119813,1,2000,2006,
21666,A B WATLEY GROUP INC,788,1997,119834,2004,119834,1,1997,2004,0
21667,PROXICOM INC,744282,1998,119836,2000,119836,1,1998,2000,0
21668,BUCA INC,117769,1997,119893,2006,119893,1,1997,2006,
21669,LOG ON AMERICA INC,540473,1998,119894,2001,119894,1,1998,2001,
21670,AUTO DATA NETWORK INC,05270Q,2000,119913,2003,119913,1,2000,2003,
21671,INTL SMART SOURCING INC,46034D,1998,119955,2006,119955,1,1998,2006,
21672,LAUNCH MEDIA INC,518567,1997,119956,2000,119956,1,1997,2000,
21673,NET PERCEPTIONS INC,64107U,1997,119957,2006,119957,1,1997,2006,1
21674,1ST STATE BANCORP INC,33645S,1998,119974,2005,119974,1,1998,2005,
21675,STATIA TERMINALS GROUP NV,N82345,1997,119993,2001,119993,1,1997,2001,
21676,FEDERAL DATA CORP,313252,1996,120013,1999,120013,1,1996,1999,1
21677,CITIZENS BANCSHARES CORP,173168,2001,120038,2006,120038,1,2001,2006,
21678,HEIDRICK & STRUGGLES INTL,422819,1997,120048,2006,120048,1,1997,2006,0
21679,IMMTECH PHARMACEUTICALS INC,452519,1997,120051,2005,120051,1,1997,2005,
21680,HEARME,421903,1997,120059,2000,120059,1,1997,2000,1
21681,RAZORFISH INC,755236,1997,120063,2001,120063,1,1997,2001,0
21682,TPN HOLDINGS PLC  -ADR,872958,1998,120074,2000,120074,1,1998,2000,
21683,CONSOL ENERGY INC,20854P,1997,120093,2006,120093,1,1997,2006,
21684,LINKWELL CORP,5357EP,1999,120113,2005,120113,1,1999,2005,0
21685,TOPJOBS.NET PLC  -ADR,890726,1996,120118,1999,120118,1,1996,1999,0
21686,INFORMATICA CORP,45666Q,1997,120134,2006,120134,1,1997,2006,1
21687,APPLIEDTHEORY CORP,03828R,1997,120154,2001,120154,1,1997,2001,0
21688,MARIMBA INC,56781Q,1997,120156,2003,120156,1,1997,2003,1
21689,FLYCAST COMMUNICATIONS CORP,344067,1997,120175,1998,120175,1,1997,1998,0
21690,MERCHANTONLINE.COM,588200,1999,120177,2000,120177,1,1999,2000,0
21691,VOICESTREAM WIRELESS CORP,928615,1997,120178,2000,120178,1,1997,2000,0
21692,BERKSHIRE BANCORP INC,84597,1999,120193,2006,120193,2,1999,2006,
21693,MAPQUEST.COM INC,565644,1997,120215,1999,120215,1,1997,1999,1
21694,SILKNET SOFTWARE INC,827094,1997,120218,1999,120218,1,1997,1999,0
21695,COMPS.COM INC,204679,1997,120274,1998,120274,1,1997,1998,0
21696,GREAT-WEST LIFE & ANN INS CO,39138C,2000,120276,2005,120276,1,2000,2005,
21697,NORTHPOINT COMMUNICATIONS GP,666610,1998,120278,1999,120278,1,1998,1999,
21698,DESTIA COMMUNICATIONS INC,25063E,1997,120295,1998,120295,1,1997,1998,0
21699,LATITUDE COMMUNICATIONS INC,518292,1997,120296,2002,120296,1,1997,2002,
21700,LIFEPOINT HOSPITALS INC,53219L,1997,120297,2006,120297,1,1997,2006,0
21701,PORTAL SOFTWARE INC,736126,1997,120300,2004,120300,1,1997,2004,1
21702,RADIO ONE INC,75040P,1997,120301,2005,120301,1,1997,2005,
21703,TRIAD HOSPITALS INC,89579K,1998,120302,2006,120302,1,1998,2006,
21704,ADFORCE INC,6867,1997,120313,1998,120313,1,1997,1998,0
21705,JUPITER MEDIA METRIX INC,48206U,1997,120314,2001,120314,1,1997,2001,
21706,NETOBJECTS INC,64114L,1997,120315,2000,120315,1,1997,2000,0
21707,SIERRA WIRELESS INC,826516,1999,120334,2006,120334,1,1999,2006,1
21708,FIRST CITY BK NEW BRITIAN CO,319610,1999,120354,2003,120354,1,1999,2003,
21709,MAKER COMMUNICATIONS INC,560875,1997,120357,1998,120357,1,1997,1998,
21710,THESTREET.COM,88368Q,1997,120358,2006,120358,1,1997,2006,0
21711,TIME WARNER TELECOM INC,887319,1997,120359,2006,120359,1,1997,2006,
21712,BIZNESSONLINE.COM INC,91791,1999,120434,2001,120434,1,1999,2001,0
21713,CAREERBUILDER INC,141684,1997,120435,1999,120435,1,1997,1999,1
21714,MULTI LINK TELECOM,62541M,1998,120441,2001,120441,1,1998,2001,
21715,WESCO INTL INC,95082P,1997,120444,2006,120444,1,1997,2006,
21716,COPPER MOUNTAIN NETWORKS INC,217510,1997,120455,2004,120455,1,1997,2004,
21717,DAG MEDIA INC,233729,1998,120456,2006,120456,1,1998,2006,
21718,BANKRATE INC,06646V,1997,120458,2006,120458,1,1997,2006,0
21719,TELEX COMMUNICATIONS INC,879569,1998,120493,2005,120493,1,1998,2005,
21720,ALLOY INC,19855,1997,120513,2006,120513,1,1997,2006,
21721,NEXTCARD INC,65332K,1998,120517,2001,120517,1,1998,2001,1
21722,SCIENT CORP,80864H,1998,120518,2000,120955,-1,,,1
21723,RUBIO'S RESTAURANTS INC,78116B,1997,120557,2006,120557,1,1997,2006,0
21724,LIFEF/X INC,53218N,1999,120574,2001,120574,1,1999,2001,1
21725,NEXTERA ENTERPRISES INC,65332E,1997,120593,2006,120593,1,1997,2006,0
21726,REDBACK NETWORKS INC,757209,1997,120595,2005,120595,1,1997,2005,1
21727,ARDENT COMMUNICATIONS INC,03979M,1998,120633,2000,120633,1,1998,2000,
21728,ONESOURCE INFORMATION SVCS,68272J,1997,120634,2003,120634,1,1997,2003,0
21729,ETOYS INC,297862,1997,120655,1999,120655,1,1997,1999,0
21730,AMERICAN ORIENTAL BIOENGR,28731,2003,120656,2006,120656,1,2003,2006,0
21731,ATPLAN INC,04962Q,1997,120714,1999,120714,1,1997,1999,0
21732,DAVIDS BRIDAL INC,238576,1997,120716,1999,120716,1,1997,1999,0
21733,FASHIONMALL.COM,31186K,1998,120717,2001,120717,1,1998,2001,0
21734,INTERLIANT INC,458742,1998,120719,2002,120719,1,1998,2002,0
21735,NEWGEN RESULTS CORP,651359,1997,120720,1999,120720,1,1997,1999,0
21736,TENFOLD CORP,88033A,1997,120723,2006,120723,1,1997,2006,1
21737,BARNESANDNOBLE.COM INC,67846,1997,120773,2003,120773,1,1997,2003,0
21738,BROCADE COMMUNICATIONS SYS,111621,1997,120774,2006,120774,1,1997,2006,1
21739,PRISM FINANCIAL CORP,74264Q,1997,120793,1999,120793,1,1997,1999,
21740,TC PIPELINES LP,87233Q,2000,120794,2006,120794,1,2000,2006,
21741,EAST PENN FINANCIAL CORP,274287,1999,120815,2006,120815,1,1999,2006,
21742,EDGAR ONLINE INC,279765,1997,120816,2006,120816,1,1997,2006,
21743,JUNO ONLINE SERVICES INC,482048,1997,120818,2000,120818,1,1997,2000,1
21744,GOLDLEAF FINANCIAL SOLUTIONS,38144H,1997,120822,2006,120822,1,1997,2006,0
21745,CYCLELOGIC INC,23254B,1997,120823,2001,120823,1,1997,2001,0
21746,U S CONCRETE INC,90333L,1997,120824,2006,120824,1,1997,2006,
21747,ZIPLINK INC,989741,1997,120825,1999,120825,1,1997,1999,0
21748,WASTE SERVICES INC,941075,1998,120835,2006,120835,1,1998,2006,
21749,INET TECHNOLOGIES INC,45662V,1997,120839,2003,120839,1,1997,2003,1
21750,INTERACT COMMERCE CORP,45839Y,1997,120845,2000,120845,1,1997,2000,
21751,AUDIOCODES LTD,M15342,1997,120860,2006,120860,1,1997,2006,1
21752,REYNOLDS AMERICAN INC,761713,1997,120877,2006,120877,1,1997,2006,1
21753,ZANY BRAINY INC,98906Q,1997,120893,2000,120893,1,1997,2000,
21754,SCIENT INC,808649,1997,120955,2001,120955,1,1997,2001,1
21755,NETWORK ACCESS SOLUTIONS CP,64120S,1997,120956,2001,120956,1,1997,2001,
21756,MOLL INDUSTRIES INC,608684,1999,121033,2000,121033,1,1999,2000,1
21757,PREMCOR USA INC,740608,1998,121034,2001,121034,1,1998,2001,
21758,S1 CORP,78463B,1998,121053,2006,121053,1,1998,2006,1
